file	line	heading	kind	normalized	raw
research/duckdb-driver-jl/findings.md	40	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	Julia dispatch for Vector{UInt8} | selects appender.jl:94 (the blob method), not the AbstractVector list method at appender.jl:106	| Julia dispatch for `Vector{UInt8}` | selects `appender.jl:94` (the blob method), **not** the `AbstractVector` list method at `appender.jl:106` |
research/duckdb-driver-jl/findings.md	41	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	DuckDB.append(ap, ::Vector{UInt8}) | throws cannot convert a value to nothing for assignment; 0 rows land	| `DuckDB.append(ap, ::Vector{UInt8})` | **throws** `cannot convert a value to nothing for assignment`; 0 rows land |
research/duckdb-driver-jl/findings.md	42	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	same C entry point, re-declared with Ptr{Cvoid} | DuckDBSuccess (0), 1 row, all 4 bytes round-trip exactly	| same C entry point, re-declared with `Ptr{Cvoid}` | `DuckDBSuccess (0)`, 1 row, **all 4 bytes round-trip exactly** |
research/duckdb-driver-jl/findings.md	44	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	Root cause. api.jl:7257-7266 declares duckdbappendblob's data	**Root cause.** `api.jl:7257-7266` declares `duckdb_append_blob`'s `data`
research/duckdb-driver-jl/findings.md	45	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	argument as Ref{Cvoid}. Cvoid === Nothing, so Julia attempts	argument as `Ref{Cvoid}`. `Cvoid === Nothing`, so Julia attempts
research/duckdb-driver-jl/findings.md	46	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	convert(Nothing, payload) and throws before any C call happens. The C API	`convert(Nothing, payload)` and throws before any C call happens. The C API
research/duckdb-driver-jl/findings.md	47	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	argument is void, which is Ptr{Cvoid} in Julia's ccall ABI. Bypassing the	argument is `void*`, which is `Ptr{Cvoid}` in Julia's ccall ABI. Bypassing the
research/duckdb-driver-jl/findings.md	48	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	wrapper with Ptr{Cvoid} works perfectly, which localises the defect to the	wrapper with `Ptr{Cvoid}` works perfectly, which localises the defect to the
research/duckdb-driver-jl/findings.md	49	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	argument-type tuple at api.jl:7261.	argument-type tuple at **`api.jl:7261`**.
research/duckdb-driver-jl/findings.md	51	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	blockquote	> Upstream-issue candidate (goal's stretch item): duckdbappendblob is	> Upstream-issue candidate (goal's stretch item): `duckdb_append_blob` is
research/duckdb-driver-jl/findings.md	52	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	blockquote	> unusable from Julia in 1.5.2. Note api.jl is autogenerated	> unusable from Julia in 1.5.2. Note `api.jl` is autogenerated
research/duckdb-driver-jl/findings.md	53	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	blockquote	> (scripts/generatecapijulia.py, per its own header at api.jl:1-9), so the	> (`scripts/generate_c_api_julia.py`, per its own header at `api.jl:1-9`), so the
research/duckdb-driver-jl/findings.md	54	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	blockquote	> fix belongs in the generator's type map, and other Ref{Cvoid} arguments in	> fix belongs in the generator's type map, and **other `Ref{Cvoid}` arguments in
research/duckdb-driver-jl/findings.md	55	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	blockquote	> api.jl may carry the same defect.	> `api.jl` may carry the same defect**.
research/duckdb-driver-jl/findings.md	57	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	Workarounds measured, for the blob writer tier:	**Workarounds measured**, for the blob writer tier:
research/duckdb-driver-jl/findings.md	59	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	Path | Result	| Path | Result |
research/duckdb-driver-jl/findings.md	61	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	prepared-statement bind of Vector{UInt8} (statement.jl:66) | works, exact byte round-trip incl. 0x00 and 0x27	| prepared-statement bind of `Vector{UInt8}` (`statement.jl:66`) | **works**, exact byte round-trip incl. `0x00` and `0x27` |
research/duckdb-driver-jl/findings.md	62	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	appender append(::String) — ASCII bytes | works, exact round-trip: the C appender does cast VARCHAR→BLOB	| appender `append(::String)` — ASCII bytes | works, exact round-trip: the C appender **does** cast VARCHAR→BLOB |
research/duckdb-driver-jl/findings.md	63	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	appender append(::String) — valid non-UTF-8 bytes | silently loses the row (see below)	| appender `append(::String)` — valid non-UTF-8 bytes | **silently loses the row** (see below) |
research/duckdb-driver-jl/findings.md	64	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	table_row	appender append(::String) — bytes containing 0x00 | throws ArgumentError: embedded NULs are not allowed in C strings	| appender `append(::String)` — bytes containing `0x00` | throws `ArgumentError: embedded NULs are not allowed in C strings` |
research/duckdb-driver-jl/findings.md	66	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	So the String-cast trick is not a general blob path: it only carries bytes that	So the String-cast trick is *not* a general blob path: it only carries bytes that
research/duckdb-driver-jl/findings.md	67	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	are simultaneously valid UTF-8 and NUL-free. Generated code must use the	are simultaneously valid UTF-8 and NUL-free. Generated code must use the
research/duckdb-driver-jl/findings.md	68	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	prepared bind (or the literal path) for BLOB columns.	prepared bind (or the literal path) for BLOB columns.
research/duckdb-driver-jl/findings.md	70	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	Bonus — gotcha 2 (silent appender errors) reproduced live. Appending	**Bonus — gotcha 2 (silent appender errors) reproduced live.** Appending
research/duckdb-driver-jl/findings.md	71	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	non-UTF-8 bytes as a String produced no Julia-level exception at any step,	non-UTF-8 bytes as a String produced **no Julia-level exception at any step**,
research/duckdb-driver-jl/findings.md	72	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	yet 0 rows landed. The C error slot held	yet 0 rows landed. The C error slot held
research/duckdb-driver-jl/findings.md	73	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	Invalid unicode (byte sequence mismatch) detected in value construction	`Invalid unicode (byte sequence mismatch) detected in value construction`
research/duckdb-driver-jl/findings.md	74	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	immediately after append, then	immediately after `append`, then
research/duckdb-driver-jl/findings.md	75	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	Call to EndRow before all columns have been appended to! after endrow —	`Call to EndRow before all columns have been appended to!` after `end_row` —
research/duckdb-driver-jl/findings.md	76	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	the failed append never advanced the column counter. appender.jl:77-129	the failed append never advanced the column counter. `appender.jl:77-129`
research/duckdb-driver-jl/findings.md	77	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	discards every duckdbstate return, so none of this reaches Julia.	discards every `duckdb_state` return, so none of this reaches Julia.
research/duckdb-driver-jl/findings.md	79	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	Detection recipe for generated writers. duckdbappendererror returns only	**Detection recipe for generated writers.** `duckdb_appender_error` returns only
research/duckdb-driver-jl/findings.md	80	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	the latest error, so a later failure overwrites an earlier one — checking once	the *latest* error, so a later failure overwrites an earlier one — checking once
research/duckdb-driver-jl/findings.md	81	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	at the end misattributes the cause. Call it after each step:	at the end misattributes the cause. Call it after each step:
research/duckdb-driver-jl/findings.md	90	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	assertion	Incidental defect spotted while reading the source (not measured):	**Incidental defect spotted while reading the source** (not measured):
research/duckdb-driver-jl/findings.md	91	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	appender.jl:46 calls duckdbappendererror(handle) with the	`appender.jl:46` calls `duckdb_appender_error(handle)` with the
research/duckdb-driver-jl/findings.md	92	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	Ref{duckdbappender} box instead of handle[], and then renders the resulting	`Ref{duckdb_appender}` box instead of `handle[]`, and then renders the resulting
research/duckdb-driver-jl/findings.md	93	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	Cstring with string(errorptr) — so a failed appender creation would report	`Cstring` with `string(error_ptr)` — so a failed *appender creation* would report
research/duckdb-driver-jl/findings.md	94	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	a pointer, not the message. Reachable only on duckdbappendercreate failure.	a pointer, not the message. Reachable only on `duckdb_appender_create` failure.
research/duckdb-driver-jl/findings.md	96	DuckDB.jl 1.5.2 — phase 1 verification findings > 1. Appender + BLOB — the spike/study discrepancy	prose	---	---
research/duckdb-driver-jl/findings.md	100	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	assertion	Script: verifyenumappender.jl	**Script:** `verify_enum_appender.jl`
research/duckdb-driver-jl/findings.md	102	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	assertion	Question. Study §3a / gotcha 12 marked "appender writes ENUM by appending a	**Question.** Study §3a / gotcha 12 marked "appender writes ENUM by appending a
research/duckdb-driver-jl/findings.md	103	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	string" as Inferred, extrapolated from the UUID stringify path	string" as *Inferred*, extrapolated from the UUID stringify path
research/duckdb-driver-jl/findings.md	104	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	(appender.jl:93). Measure it — and, given §1 above showed the VARCHAR→BLOB cast	(`appender.jl:93`). Measure it — and, given §1 above showed the VARCHAR→BLOB cast
research/duckdb-driver-jl/findings.md	105	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	succeeds only for a narrow input slice, measure the sibling paths too.	succeeds only for a narrow input slice, measure the sibling paths too.
research/duckdb-driver-jl/findings.md	107	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	assertion	VERDICT: confirmed — the C appender does cast VARCHAR→ENUM. The inference	**VERDICT: confirmed — the C appender does cast VARCHAR→ENUM.** The inference
research/duckdb-driver-jl/findings.md	108	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	was correct, but the failure mode it hides is serious.	was correct, but the failure mode it hides is serious.
research/duckdb-driver-jl/findings.md	110	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	Case | Result	| Case | Result |
research/duckdb-driver-jl/findings.md	112	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	valid label "happy" into mood | 1 row, reads back "happy"::String	| valid label `"happy"` into `mood` | 1 row, reads back `"happy"::String` |
research/duckdb-driver-jl/findings.md	113	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	missing into mood | 1 row, reads back missing (appender.jl:91)	| `missing` into `mood` | 1 row, reads back `missing` (`appender.jl:91`) |
research/duckdb-driver-jl/findings.md	114	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	UUID control (appender.jl:93) | exact round-trip	| `UUID` control (`appender.jl:93`) | exact round-trip |
research/duckdb-driver-jl/findings.md	115	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	FixedDecimal{Int64,4} control (appender.jl:95) | exact round-trip	| `FixedDecimal{Int64,4}` control (`appender.jl:95`) | exact round-trip |
research/duckdb-driver-jl/findings.md	116	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	invalid label "banana" | silent data loss — 0 rows, no Julia exception	| invalid label `"banana"` | **silent data loss** — 0 rows, no Julia exception |
research/duckdb-driver-jl/findings.md	117	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	wrong-case label "Happy" | silent data loss — enum labels are case-sensitive	| wrong-case label `"Happy"` | **silent data loss** — enum labels are case-sensitive |
research/duckdb-driver-jl/findings.md	118	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	table_row	FixedDecimal{Int64,4}(12.3456) → DECIMAL(18,2) | silently rounded to 12.35, no warning	| `FixedDecimal{Int64,4}(12.3456)` → `DECIMAL(18,2)` | **silently rounded** to `12.35`, no warning |
research/duckdb-driver-jl/findings.md	120	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	The C error slot after a rejected label reads	The C error slot after a rejected label reads
research/duckdb-driver-jl/findings.md	121	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	Failed to cast value: Could not convert string 'banana' to UINT8, which also	`Failed to cast value: Could not convert string 'banana' to UINT8`, which also
research/duckdb-driver-jl/findings.md	122	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	reveals the physical representation (this ENUM is a UINT8 dictionary index).	reveals the physical representation (this ENUM is a `UINT8` dictionary index).
research/duckdb-driver-jl/findings.md	123	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family	prose	None of it reaches Julia — appender.jl:77-129 discards every return code.	None of it reaches Julia — `appender.jl:77-129` discards every return code.
research/duckdb-driver-jl/findings.md	127	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	assertion	This is the most important result in phase 1. A failed append does not	This is the most important result in phase 1. A failed `append` does **not**
research/duckdb-driver-jl/findings.md	128	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	advance the appender's internal column cursor, so the next value is written into	advance the appender's internal column cursor, so the next value is written into
research/duckdb-driver-jl/findings.md	129	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	the slot the failed one should have filled.	the slot the failed one should have filled.
research/duckdb-driver-jl/findings.md	131	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	Appending [(1,"sad"), (2,"banana"), (3,"ok"), (4,"happy")] into	Appending `[(1,"sad"), (2,"banana"), (3,"ok"), (4,"happy")]` into
research/duckdb-driver-jl/findings.md	132	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	(id INTEGER, m mood) produced:	`(id INTEGER, m mood)` produced:
research/duckdb-driver-jl/findings.md	138	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	assertion	Row id=2 survived carrying row 3's enum value. The integer 3 was then	Row `id=2` survived **carrying row 3's enum value**. The integer `3` was then
research/duckdb-driver-jl/findings.md	139	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	offered to the ENUM column, producing	offered to the ENUM column, producing
research/duckdb-driver-jl/findings.md	140	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	Failed to cast value: Unimplemented type for cast (INTEGER -> ENUM(...)).	`Failed to cast value: Unimplemented type for cast (INTEGER -> ENUM(...))`.
research/duckdb-driver-jl/findings.md	141	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	In a single-column table the same mechanism merely looks like "the bad row was	In a single-column table the same mechanism merely looks like "the bad row was
research/duckdb-driver-jl/findings.md	142	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	dropped" (measured separately: ["sad","ok","banana","happy"] →	dropped" (measured separately: `["sad","ok","banana","happy"]` →
research/duckdb-driver-jl/findings.md	143	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	["sad","ok","happy"]), which is why this needed a multi-column probe.	`["sad","ok","happy"]`), which is why this needed a multi-column probe.
research/duckdb-driver-jl/findings.md	145	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	assertion	Consequence for codegen. The study's gotcha-2 mitigation — a follow-up	**Consequence for codegen.** The study's gotcha-2 mitigation — a follow-up
research/duckdb-driver-jl/findings.md	146	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	COUNT() — is necessary but not sufficient: it detects that something went	`COUNT(*)` — is *necessary but not sufficient*: it detects that something went
research/duckdb-driver-jl/findings.md	147	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	wrong, but surviving rows may already pair the wrong values together, and a	wrong, but surviving rows may already pair the wrong values together, and a
research/duckdb-driver-jl/findings.md	148	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	count could in principle re-align if the number of failures is a multiple of the	count could in principle re-align if the number of failures is a multiple of the
research/duckdb-driver-jl/findings.md	149	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	column count. A generated appender-based writer must either	column count. A generated appender-based writer must either
research/duckdb-driver-jl/findings.md	151	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	bullet	1. poll duckdbappendererror after each append/endrow/flush (recipe in	1. poll `duckdb_appender_error` after each `append`/`end_row`/`flush` (recipe in
research/duckdb-driver-jl/findings.md	152	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	§1 above), or	§1 above), or
research/duckdb-driver-jl/findings.md	153	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	bullet	2. validate values against the dictionary's types before they reach the	2. validate values against the dictionary's types **before** they reach the
research/duckdb-driver-jl/findings.md	154	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	appender,	appender,
research/duckdb-driver-jl/findings.md	156	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	and should still verify the row count afterwards.	and should still verify the row count afterwards.
research/duckdb-driver-jl/findings.md	158	DuckDB.jl 1.5.2 — phase 1 verification findings > 2. Appender + ENUM, and the stringify-cast family > 2b. A failed cell MISALIGNS subsequent data (not just drops a row)	prose	---	---
research/duckdb-driver-jl/findings.md	162	DuckDB.jl 1.5.2 — phase 1 verification findings > 3. Appender flush vs. the connection's transaction	assertion	Script: verifyappendertransaction.jl	**Script:** `verify_appender_transaction.jl`
research/duckdb-driver-jl/findings.md	164	DuckDB.jl 1.5.2 — phase 1 verification findings > 3. Appender flush vs. the connection's transaction	assertion	Question. Study §5 recorded "appender flush participates in the connection's	**Question.** Study §5 recorded "appender flush participates in the connection's
research/duckdb-driver-jl/findings.md	165	DuckDB.jl 1.5.2 — phase 1 verification findings > 3. Appender flush vs. the connection's transaction	prose	active transaction" as Inferred ("standard DuckDB appender behavior"). The	active transaction" as *Inferred* ("standard DuckDB appender behavior"). The
