file	line	heading	kind	normalized	raw
research/duckdb-driver-jl/findings.md	19	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2)	prose	source /.julia/packages/DuckDB/2J7sd/src/. The environment contract is ref §2;	source `~/.julia/packages/DuckDB/2J7sd/src/`. The environment contract is ref §2;
research/duckdb-driver-jl/findings.md	20	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2)	prose	re-run instructions are ref §9.	re-run instructions are ref §9.
research/duckdb-driver-jl/findings.md	22	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2)	prose	---	---
research/duckdb-driver-jl/findings.md	26	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	assertion	Script: verifyblobappender.jl → ref §5.1.1	**Script:** `verify_blob_appender.jl` → **ref §5.1.1**
research/duckdb-driver-jl/findings.md	28	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	assertion	Question. The capability spike (spike §2) measured appender × blob = ERR; the	**Question.** The capability spike (spike §2) measured appender × blob = `ERR`; the
research/duckdb-driver-jl/findings.md	29	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	driver study (study §3a) found duckdbappendblob wired at appender.jl:94. Which	driver study (study §3a) found `duckdb_append_blob` wired at `appender.jl:94`. Which
research/duckdb-driver-jl/findings.md	30	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	is right?	is right?
research/duckdb-driver-jl/findings.md	32	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	assertion	The confound. "Does the appender accept blob bytes" cannot be settled with one	**The confound.** "Does the appender accept blob bytes" cannot be settled with one
research/duckdb-driver-jl/findings.md	33	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	payload, because three payload classes fail at three different layers:	payload, because three payload classes fail at three different layers:
research/duckdb-driver-jl/findings.md	35	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	bullet	- ASCII bytes round-trip — and so prove less than they appear to.	- **ASCII bytes** round-trip — and so prove less than they appear to.
research/duckdb-driver-jl/findings.md	36	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	bullet	- Valid non-UTF-8 bytes are rejected by DuckDB's UTF-8 validation, inside the	- **Valid non-UTF-8 bytes** are rejected by DuckDB's UTF-8 validation, inside the
research/duckdb-driver-jl/findings.md	37	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	engine.	engine.
research/duckdb-driver-jl/findings.md	38	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	bullet	- Bytes containing 0x00 are rejected by Julia's Cstring conversion, before	- **Bytes containing `0x00`** are rejected by Julia's `Cstring` conversion, before
research/duckdb-driver-jl/findings.md	39	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	any C call happens.	any C call happens.
research/duckdb-driver-jl/findings.md	41	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	The first probes were therefore measuring those two layers rather than the	The first probes were therefore measuring those two layers rather than the
research/duckdb-driver-jl/findings.md	42	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	VARCHAR→BLOB cast under test. Only re-declaring the C entry point with Ptr{Cvoid}	VARCHAR→BLOB cast under test. Only re-declaring the C entry point with `Ptr{Cvoid}`
research/duckdb-driver-jl/findings.md	43	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	isolates the cast itself, which is what made the verdict decidable.	isolates the cast itself, which is what made the verdict decidable.
research/duckdb-driver-jl/findings.md	45	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 1. Appender + BLOB — the spike/study discrepancy	prose	---	---
research/duckdb-driver-jl/findings.md	49	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	assertion	Script: verifyenumappender.jl → ref §5.1.2 (silent failure and	**Script:** `verify_enum_appender.jl` → **ref §5.1.2** (silent failure and
research/duckdb-driver-jl/findings.md	50	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	assertion	misalignment), ref §4.5 (the tier's type table)	misalignment), **ref §4.5** (the tier's type table)
research/duckdb-driver-jl/findings.md	52	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	assertion	Question. Study §3a / gotcha 12 marked "appender writes ENUM by appending a	**Question.** Study §3a / gotcha 12 marked "appender writes ENUM by appending a
research/duckdb-driver-jl/findings.md	53	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	string" as Inferred, extrapolated from the UUID stringify path (appender.jl:93).	string" as *Inferred*, extrapolated from the UUID stringify path (`appender.jl:93`).
research/duckdb-driver-jl/findings.md	54	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	Measure it — and, since §1 had just shown the sibling VARCHAR→BLOB cast succeeding	Measure it — and, since §1 had just shown the sibling VARCHAR→BLOB cast succeeding
research/duckdb-driver-jl/findings.md	55	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	only for a narrow slice of inputs, measure the other stringify paths (UUID,	only for a narrow slice of inputs, measure the other stringify paths (`UUID`,
research/duckdb-driver-jl/findings.md	56	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	FixedDecimal) alongside it rather than trusting the same extrapolation twice.	`FixedDecimal`) alongside it rather than trusting the same extrapolation twice.
research/duckdb-driver-jl/findings.md	58	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	assertion	Why the probe needed a multi-column table. The first design used a single ENUM	**Why the probe needed a multi-column table.** The first design used a single ENUM
research/duckdb-driver-jl/findings.md	59	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	column, and it hid the result. Appending ["sad","ok","banana","happy"] returned	column, and it hid the result. Appending `["sad","ok","banana","happy"]` returned
research/duckdb-driver-jl/findings.md	60	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	["sad","ok","happy"] — indistinguishable from "the invalid row was dropped", which	`["sad","ok","happy"]` — indistinguishable from "the invalid row was dropped", which
research/duckdb-driver-jl/findings.md	61	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	is the benign reading. Adding a second column made the appender's column cursor	is the benign reading. Adding a second column made the appender's column cursor
research/duckdb-driver-jl/findings.md	62	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	observable, and the real behaviour appeared: surviving rows carry other rows'	observable, and the real behaviour appeared: surviving rows carry *other rows'*
research/duckdb-driver-jl/findings.md	63	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	values. A probe whose output is consistent with the benign hypothesis is not	values. A probe whose output is consistent with the benign hypothesis is not
research/duckdb-driver-jl/findings.md	64	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	evidence against it.	evidence against it.
research/duckdb-driver-jl/findings.md	66	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 2. Appender + ENUM, and the stringify-cast family	prose	---	---
research/duckdb-driver-jl/findings.md	70	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	assertion	Script: verifyappendertransaction.jl → ref §5.1.3	**Script:** `verify_appender_transaction.jl` → **ref §5.1.3**
research/duckdb-driver-jl/findings.md	72	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	assertion	Question. Study §5 recorded "appender flush participates in the connection's	**Question.** Study §5 recorded "appender flush participates in the connection's
research/duckdb-driver-jl/findings.md	73	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	active transaction" as Inferred, justified only as "standard DuckDB appender	active transaction" as *Inferred*, justified only as "standard DuckDB appender
research/duckdb-driver-jl/findings.md	74	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	behavior". The generated bulk-replace pattern (BEGIN; DELETE FROM t; <append>;	behavior". The generated bulk-replace pattern (`BEGIN; DELETE FROM t; <append>;
research/duckdb-driver-jl/findings.md	75	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	COMMIT) is atomic only if that holds, so an inference was not good enough to build	COMMIT`) is atomic only if that holds, so an inference was not good enough to build
research/duckdb-driver-jl/findings.md	76	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	codegen on.	codegen on.
research/duckdb-driver-jl/findings.md	78	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	The probe outgrew that question. The flushed-row scenarios confirmed the study	The probe outgrew that question. The flushed-row scenarios confirmed the study
research/duckdb-driver-jl/findings.md	79	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	immediately; the informative cases turned out to be the unflushed ones, which the	immediately; the informative cases turned out to be the *unflushed* ones, which the
research/duckdb-driver-jl/findings.md	80	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	study had not considered, and which is where the leak lives.	study had not considered, and which is where the leak lives.
research/duckdb-driver-jl/findings.md	82	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 3. Appender flush vs. the connection's transaction	prose	---	---
research/duckdb-driver-jl/findings.md	86	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	assertion	Script: verifystructarrayregister.jl → ref §4.2, ref §4.3	**Script:** `verify_structarray_register.jl` → **ref §4.2**, **ref §4.3**
research/duckdb-driver-jl/findings.md	88	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	assertion	Question. Does the Tables.jl route accept a StructArray, and where exactly does	**Question.** Does the Tables.jl route accept a `StructArray`, and where exactly does
research/duckdb-driver-jl/findings.md	89	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	it stop? This underpins the spike's path E — register the struct's leaf fields as	it stop? This underpins the spike's path E — register the struct's leaf fields as
research/duckdb-driver-jl/findings.md	90	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	flat columns, reassemble the struct in SQL.	flat columns, reassemble the struct in SQL.
research/duckdb-driver-jl/findings.md	92	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	assertion	How far the boundary was pushed. The cases tried, so a re-runner knows what has	**How far the boundary was pushed.** The cases tried, so a re-runner knows what has
research/duckdb-driver-jl/findings.md	93	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	and has not been probed:	and has not been probed:
research/duckdb-driver-jl/findings.md	95	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	bullet	- flat StructArray(id::Int32, name::String, score::Float64)	- flat `StructArray(id::Int32, name::String, score::Float64)`
research/duckdb-driver-jl/findings.md	96	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	bullet	- nullable field Union{Missing,Int32}	- nullable field `Union{Missing,Int32}`
research/duckdb-driver-jl/findings.md	97	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	bullet	- nested field loc::StructArray(x,y) — column eltype @NamedTuple{x,y}	- nested field `loc::StructArray(x,y)` — column eltype `@NamedTuple{x,y}`
research/duckdb-driver-jl/findings.md	98	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	bullet	- UUID field	- `UUID` field
research/duckdb-driver-jl/findings.md	99	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	bullet	- list field Vector{Int32}	- list field `Vector{Int32}`
research/duckdb-driver-jl/findings.md	101	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	Path E was then run end to end rather than assumed to follow: 2 rows written, first	Path E was then run end to end rather than assumed to follow: 2 rows written, first
research/duckdb-driver-jl/findings.md	102	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	row read back as (x = 1.0, y = 3.0).	row read back as `(x = 1.0, y = 3.0)`.
research/duckdb-driver-jl/findings.md	104	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	This section also refuted the study's §3c claim about when the failure is	This section also refuted the study's §3c claim about *when* the failure is
research/duckdb-driver-jl/findings.md	105	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	observed — see ref Appendix A.	observed — see ref Appendix A.
research/duckdb-driver-jl/findings.md	107	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 4. StructArray through registertable	prose	---	---
research/duckdb-driver-jl/findings.md	111	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	assertion	Script: verifylistappendergc.jl → ref §5.1.4	**Script:** `verify_list_appender_gc.jl` → **ref §5.1.4**
research/duckdb-driver-jl/findings.md	113	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	assertion	Not a planned verification. It was found when the phase-2 benchmark harness died	**Not a planned verification.** It was found when the phase-2 benchmark harness died
research/duckdb-driver-jl/findings.md	114	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	while timing the list/appender cell — a crash in the measuring instrument, not a	while timing the `list`/`appender` cell — a crash in the measuring instrument, not a
research/duckdb-driver-jl/findings.md	115	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	result any probe set out to get.	result any probe set out to get.
research/duckdb-driver-jl/findings.md	117	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	assertion	Harness internals a re-runner needs. The GC hypotheses were tested through	**Harness internals a re-runner needs.** The GC hypotheses were tested through
research/duckdb-driver-jl/findings.md	118	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	verifylistappendergc.jl's midbatch mode, which forces a collection while rows	`verify_list_appender_gc.jl`'s `midbatch` mode, which forces a collection while rows
research/duckdb-driver-jl/findings.md	119	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	are still buffered, pre-flush. The benchmark suite excludes the list/appender	are still buffered, pre-flush. The benchmark suite excludes the `list`/`appender`
research/duckdb-driver-jl/findings.md	120	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	cell via skipreason in benchcommon.jl, with the crash as its stated reason, so	cell via `skip_reason` in `bench_common.jl`, with the crash as its stated reason, so
research/duckdb-driver-jl/findings.md	121	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	results.md reports it as an explicit exclusion rather than a blank.	`results.md` reports it as an explicit exclusion rather than a blank.
research/duckdb-driver-jl/findings.md	123	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	Two hypotheses were tested and neither was confirmed. Both, the reason each arm was	Two hypotheses were tested and neither was confirmed. Both, the reason each arm was
research/duckdb-driver-jl/findings.md	124	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	uninformative rather than negative, and why root-causing was left undone are all	uninformative rather than negative, and why root-causing was left undone are all
research/duckdb-driver-jl/findings.md	125	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	recorded in ref §5.1.4 — read them there before re-running either.	recorded in ref §5.1.4 — read them there before re-running either.
research/duckdb-driver-jl/findings.md	127	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 5. Appender + LIST segfaults the process	prose	---	---
research/duckdb-driver-jl/findings.md	131	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	assertion	Script: benchcommon.jl (sqllit) → ref §5.2.1	**Script:** `bench_common.jl` (`sqllit`) → **ref §5.2.1**
research/duckdb-driver-jl/findings.md	133	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	assertion	Also unplanned, and surfaced the same way as §5: the benchmark harness's own	**Also unplanned**, and surfaced the same way as §5: the benchmark harness's own
research/duckdb-driver-jl/findings.md	134	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	prose	content gate failed at flat / 1M / literal. Neither of the two phase-2 findings	content gate failed at `flat` / 1M / `literal`. Neither of the two phase-2 findings
research/duckdb-driver-jl/findings.md	135	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	prose	was on the plan — both exist because the harness checked what it had written instead	was on the plan — both exist because the harness checked what it had written instead
research/duckdb-driver-jl/findings.md	136	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	prose	of only timing it.	of only timing it.
research/duckdb-driver-jl/findings.md	138	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	prose	The six literal forms measured, and the serializer rule they produce, are in	The six literal forms measured, and the serializer rule they produce, are in
research/duckdb-driver-jl/findings.md	139	DuckDB.jl 1.5.2 — probe notebook (phases 1 and 2) > 6. Literal SQL silently loses 1 ULP on DOUBLE	prose	ref §5.2.1.	ref §5.2.1.
research/duckdb-driver-jl/reference.md	3	DuckDB.jl 1.5.2 — consolidated driver reference	assertion	Status: current. The single source of truth for DuckDB.jl behaviour in this	**Status: current.** The single source of truth for DuckDB.jl behaviour in this
research/duckdb-driver-jl/reference.md	4	DuckDB.jl 1.5.2 — consolidated driver reference	prose	project. It supersedes the capability spike	project. It supersedes the capability spike
research/duckdb-driver-jl/reference.md	5	DuckDB.jl 1.5.2 — consolidated driver reference	prose	(.claude-work/notes/20260723-1530), the driver study	(`.claude-work/notes/20260723-1530`), the driver study
research/duckdb-driver-jl/reference.md	6	DuckDB.jl 1.5.2 — consolidated driver reference	prose	(.claude-work/notes/20260725-1007), and findings.md in this directory. All three	(`.claude-work/notes/20260725-1007`), and `findings.md` in this directory. All three
research/duckdb-driver-jl/reference.md	7	DuckDB.jl 1.5.2 — consolidated driver reference	assertion	remain as historical record; where any of them disagrees with this document, this	remain as historical record; where any of them disagrees with this document, **this
research/duckdb-driver-jl/reference.md	8	DuckDB.jl 1.5.2 — consolidated driver reference	assertion	document wins, and Appendix A	document wins**, and [Appendix A](#appendix-a-corrections-to-the-source-notes)
research/duckdb-driver-jl/reference.md	9	DuckDB.jl 1.5.2 — consolidated driver reference	prose	itemises every override.	itemises every override.
research/duckdb-driver-jl/reference.md	11	DuckDB.jl 1.5.2 — consolidated driver reference	prose	Audience: whoever writes or reviews dbdict's Julia codegen. If you only read one	Audience: whoever writes or reviews dbdict's Julia codegen. If you only read one
research/duckdb-driver-jl/reference.md	12	DuckDB.jl 1.5.2 — consolidated driver reference	prose	section, read §8 — it is self-contained and constrains what	section, read [§8](#8-codegen-rules) — it is self-contained and constrains what
research/duckdb-driver-jl/reference.md	13	DuckDB.jl 1.5.2 — consolidated driver reference	prose	generated code may emit.	generated code may emit.
research/duckdb-driver-jl/reference.md	17	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	prose	Every behavioural claim is followed by its source in parentheses:	Every behavioural claim is followed by its source in parentheses:
research/duckdb-driver-jl/reference.md	19	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	bullet	- (appender.jl:94) — read from the installed driver source,	- `(appender.jl:94)` — read from the installed driver source,
research/duckdb-driver-jl/reference.md	20	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	prose	/.julia/packages/DuckDB/2J7sd/src/	`~/.julia/packages/DuckDB/2J7sd/src/`
research/duckdb-driver-jl/reference.md	21	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	bullet	- (verifyblobappender.jl) — measured by that script, in this directory. Run any	- `(verify_blob_appender.jl)` — measured by that script, in this directory. Run any
research/duckdb-driver-jl/reference.md	22	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	prose	of them with julia --project=. <script>.jl	of them with `julia --project=. <script>.jl`
research/duckdb-driver-jl/reference.md	23	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	bullet	- (§7) — measured by the benchmark sweep; raw records in raw/results-.json	- `(§7)` — measured by the benchmark sweep; raw records in `raw/results-*.json`
research/duckdb-driver-jl/reference.md	24	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	bullet	- Docs quotes are quoted verbatim with the URL inline	- Docs quotes are quoted verbatim with the URL inline
research/duckdb-driver-jl/reference.md	25	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	bullet	- Inferred: — reasoning, not evidence. Spelled out in words wherever it applies,	- **`Inferred:`** — reasoning, not evidence. Spelled out in words wherever it applies,
research/duckdb-driver-jl/reference.md	26	DuckDB.jl 1.5.2 — consolidated driver reference > Citing evidence	prose	never mixed into a sourced claim	never mixed into a sourced claim
research/duckdb-driver-jl/reference.md	30	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	1. Executive summary	1. [Executive summary](#1-executive-summary)
research/duckdb-driver-jl/reference.md	31	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	2. Environment and versioning	2. [Environment and versioning](#2-environment-and-versioning)
research/duckdb-driver-jl/reference.md	32	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	3. Reading	3. [Reading](#3-reading)
research/duckdb-driver-jl/reference.md	33	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	4. Writing	4. [Writing](#4-writing)
research/duckdb-driver-jl/reference.md	34	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	5. Defects and traps	5. [Defects and traps](#5-defects-and-traps)
research/duckdb-driver-jl/reference.md	35	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	6. Transactions and connections	6. [Transactions and connections](#6-transactions-and-connections)
research/duckdb-driver-jl/reference.md	36	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	7. Benchmarks	7. [Benchmarks](#7-benchmarks)
research/duckdb-driver-jl/reference.md	37	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	8. Codegen rules	8. [Codegen rules](#8-codegen-rules)
research/duckdb-driver-jl/reference.md	38	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	9. Reproducing and refreshing	9. [Reproducing and refreshing](#9-reproducing-and-refreshing)
research/duckdb-driver-jl/reference.md	39	DuckDB.jl 1.5.2 — consolidated driver reference > Contents	bullet	- Appendix A — corrections to the source notes	- [Appendix A — corrections to the source notes](#appendix-a-corrections-to-the-source-notes)
research/duckdb-driver-jl/reference.md	43	DuckDB.jl 1.5.2 — consolidated driver reference > Quick answers	table_row	I want to… | Go to	| I want to… | Go to |
research/duckdb-driver-jl/reference.md	45	DuckDB.jl 1.5.2 — consolidated driver reference > Quick answers	table_row	pick a write path for a column type | §4.1 matrix, then §8.1 tiers	| pick a write path for a column type | [§4.1 matrix](#41-write-capability-matrix), then [§8.1 tiers](#81-writer-tier-selection) |
